id,fold,topic,label,text1,text2
wiqa-589-8-p,8,plant,else,there is less rain in the spring,more satellites are needed
wiqa-1458-5-p,9,hibernation,else,Food supply is lessened because people cut down forests,Turbines rotate  less efficiently and don't create efficient actions
wiqa-119-0-p,0,mitosis,else,during macrophage process,LESS or SMALLER ravines forming
wiqa-1753-8-p,1,cake,else,the batter is disturbed while it is baking,LESS aluminum cans being recycled
wiqa-1749-1-p,2,cake,else,the eggs are out of date,more flour is used
wiqa-1881-13-p,3,ravine,else,A deep gash will not be cut,elevation of blood sugar
wiqa-1123-0-p,4,desalination,else,people need a lot of salt,less bacteria enters the body
wiqa-593-3-p,5,dishwasher,else,mineral build up from the water clogged the jets,MORE erosion by the ocean
wiqa-877-9-p,6,acid rain,else,more damage to the soil,a BIGGER cake
wiqa-167-2-p,7,coal power plant,else,the coal seams dry up,MORE heat for the house
wiqa-261-0-p,8,sedimentary rock,else,Harsher weather climates,less particles interact with rocks
wiqa-1920-2-p,9,pollination,else,the bee is searching for food,HURTING the dishwasher to clean better
wiqa-1337-10-p,0,seed dispersal,else,less seeds to grow,more fish die
wiqa-139-13-p,1,insulin,else,more blood sugar,female rabbits becomes pregnant
wiqa-1916-1-p,2,pollination,else,people import bees from outside the area,less butterflies around
wiqa-506-7-p,3,wine,else,less grapes are grown,less toxins are produced
wiqa-1646-7-p,4,mushroom,else,it might be a cool damp season,the iron isn't effected by oxygen
wiqa-988-1-p,5,snow,else,there is no water on the ground,MORE seed dispersal
wiqa-1447-8-p,6,lungs,else,the lung is unable to process air,less magma cools and solidifies
wiqa-1217-0-p,7,volcanic eruption,else,The pressure will increase,LESS fish
wiqa-681-5-p,8,owl,else,owls have better eyesight,more minerals are absorbed
wiqa-280-0-p,9,recycling,else,people recycle less,less strands breaking occurs
wiqa-94-9-p,0,repair bicycle tire,else,less time to remove tires,more vegetable plants grow
wiqa-809-0-p,1,the greenhouse effect,else,The perma frost melts,more carbon dioxide available
wiqa-256-7-p,2,sedimentary rock,else,existing rock is larger,less erosion by the ocean
wiqa-780-6-p,3,coal power plant,else,more steam flows into the turbine,MORE or LARGER mushrooms
wiqa-1754-5-p,4,cake,else,the cake pan is greased less,there is less to go around inside the machine
wiqa-576-3-p,5,dishwasher,else,there is not much soap left,more insects spread the pollenating product
wiqa-1245-3-p,6,bacteria,else,there is no immediate medical treatment,MORE igneous rock forming
wiqa-630-13-p,7,pollination,else,no pollen will stick to them,LESS or SLOWER weathering occurring
wiqa-177-0-p,8,vaccination,else,you get less vaccinations,I am better now
wiqa-1067-12-p,9,mineral,else,more minerals would be formed,less scab formation
wiqa-1178-11-p,0,recycling,else,more items arrive at the recycling plant,less seeds grow
wiqa-1179-13-p,1,recycling,else,less recycling will reach the recycling plant,less radioactive decay happens
wiqa-74-3-p,2,solar eclipse,else,orbital changes in earth rotation,LESS oxygen reaching the body
wiqa-1060-1-p,3,green plants,else,more cloudy days,more water drops fall back to earth
wiqa-1735-8-p,4,writing and posting a letter,else,the paper is not writable,HURTING the animal to hibernate properly
wiqa-982-2-p,5,lung,else,You haven't gotten your flu shot,battery is older
wiqa-1741-1-p,6,blood,else,a person is taking in less acid,bubbles will appear more quickly
wiqa-1301-7-p,7,butterfly,else,less butterfly eggs,more waves hit the coast
wiqa-1531-9-p,8,writing and posting a letter,else,more writing occurs,less blood clots at wound
wiqa-1682-8-p,9,camping,else,less food is brought,more dead material accumulates
wiqa-631-11-p,0,pollination,else,pollen will be transferred to a plant of the same species,more new nuclear envelope
wiqa-1524-3-p,1,water cycle,else,more strong storms,there is not as much sunlight
wiqa-2007-13-p,2,forest,else,trees gather to provide protection,there is no flower to pollinate
wiqa-1515-5-p,3,radioactive atoms,else,If more atoms become unstable,letter is written on a paper
wiqa-428-8-p,4,writing and posting a letter,else,you give the letter directly to a mail carrier,The operator uses leather instead of cloth
wiqa-579-5-p,5,dishwasher,else,Overfilling dish rack with more dishes,If the amount of drank water decreases
wiqa-1831-9-p,6,lung,else,there is no carbon dioxide in the lung,a GREATER negative effect on animals
wiqa-1367-3-p,7,dishwasher,else,there is less detergent available,pancake mix is not mixed with enough liquid
wiqa-2037-8-p,8,oil,else,more waste is mixed with mud and s and,HELPING the sewing machine to work properly
wiqa-883-0-p,9,pancreas,else,enzymes break down more fats,If more blood clots are formed
wiqa-1270-14-p,0,respiration,else,oxygen converts to red blood cells,less satellites are launched
wiqa-477-2-p,1,human,else,wanting to prevent pregnancy,a GREATER amount of oxygen being delivered to the blood stream
wiqa-786-2-p,2,fossilization,else,there is a mass extinction,MORE frogs
wiqa-806-7-p,3,steam engine,else,less coal available,less air reaches the lungs
wiqa-1786-11-p,4,rain,else,more water will condense,less clouds are formed
wiqa-1031-6-p,5,ice cubes,else,fill less ice cube trays with water,MORE electricity being produced
wiqa-242-4-p,6,earthquake,else,more pressure is created,MORE digestion occuring
wiqa-1224-6-p,7,rust,else,more air,more adult fish are able to lay more eggs
wiqa-440-7-p,8,hibernation,else,there is more food available,more CO2
wiqa-1448-7-p,9,lungs,else,there is no breathable oxygen,MORE sugar and oxygen being produced
wiqa-1280-4-p,0,insulin,else,less food is being eaten,less air is divided into the lungs
wiqa-529-14-p,1,greenhouse gases,else,There will be more carbon dioxide,LESS rain
wiqa-536-3-p,2,cake,else,ran out of flour,There is more water in the atmosphere
wiqa-1740-5-p,3,blood,else,more urea,LESS sediment being transported
wiqa-615-2-p,4,pumpkin,else,more rainy days,LESS frogs
wiqa-1784-14-p,5,the greenhouse effect,else,less gas is trapped,MORE plants
wiqa-1784-11-p,6,the greenhouse effect,else,more gas will be trapped,less erosion occurs of the land
wiqa-852-9-p,7,kidney,else,less urine is sent to the bladder,Less water is provided to seeds
wiqa-1479-6-p,8,butterfly,else,increased eating,MORE electricity being produced
wiqa-1770-0-p,9,lungs,else,it is an oxygen rich environment,magma is pushed with pressure under the surface
wiqa-299-6-p,0,dam,else,a larger dam is built along a waterway,Seeds are not planted
wiqa-1499-1-p,1,oxygen,else,red blood cells circulate in an easier way,MORE salt being removed from the water
wiqa-1151-11-p,2,lungs,else,they will take in more oxygen,there is no tadpole to grow
wiqa-1946-14-p,3,protein synthesis,else,more translation,LESS babies
wiqa-143-14-p,4,forest,else,There are less seeds for dispersal,LESS butterflies
wiqa-760-13-p,5,oxygen,else,less oxygen will be available,less glucagon released
wiqa-1346-8-p,6,plant,else,more plants grow,Less oxygen is taken in through the nose or mouth
wiqa-242-10-p,7,earthquake,else,less powerful seismic waves,more oil is refined
wiqa-1279-10-p,8,insulin,else,there will be less sugar to regulate,LESS global warming
wiqa-895-8-p,9,recycling,else,fewer shredded cans are melted,HURTING the skin go repair itself
wiqa-366-0-p,0,wind electricity,else,there is more of dead breeze outside,a SMALLER hive
wiqa-1766-13-p,1,sediment,else,more sediment is transported into lakes and oceans,MORE waste being removed from the body
wiqa-1768-0-p,2,lungs,else,You get more excellent up to date medical care,smaller amount of oxygen delivered to blood stream
wiqa-609-14-p,3,DNA replication,else,There will be no replication,MORE babies
wiqa-2033-5-p,4,mineral,else,magma encounters water,LESS rabbits
wiqa-963-9-p,5,breathing,else,there will be less air entering your lungs,DEGRADED safety from flooding
wiqa-144-13-p,6,forest,else,more seeds reach the ground,GREATER transfer of oxygen to the body
wiqa-1734-11-p,7,writing and posting a letter,else,the letter is sealed more securely,the isotope loses aromic particles faster
wiqa-1069-6-p,8,mineral,else,Magma rises the temperature decreases,there is no muscles in the body
wiqa-985-7-p,9,lung,else,lung is unable to produce oxygen,less virus copies made
wiqa-948-1-p,0,human,else,a hole in the condom,LESS waste being removed from the body
wiqa-1879-5-p,1,recycling,else,fewer items are collected,more young fish to grow
wiqa-990-5-p,2,snow,else,Less water droplets turn into ice crystals,MORE use of insulin in the body
wiqa-58-12-p,3,oxygen,else,more oxygen reaches the cells,MORE rabbits
wiqa-608-9-p,4,DNA replication,else,The cell replicates,less sperm meet eggs
wiqa-1061-3-p,5,green plants,else,less pollution in the air,MORE sedimentary rock forming
wiqa-2029-3-p,6,hibernation,else,during hibernation,more metal sheets are created
wiqa-325-4-p,7,respiration,else,cells have too more oxygen than needed,Winter begins to come near
wiqa-126-4-p,8,eagle,else,there are fewer rodents,MORE ice cubes being made
wiqa-867-1-p,9,transport,else,a government facility has upgraded and needs more electricity,the blood will carry more oxygen
wiqa-503-5-p,0,wine,else,More grapes are grown,LESS pancakes
wiqa-1878-13-p,1,recycling,else,more trash is removed,I am better now
wiqa-1979-9-p,2,plant,else,less flower produces fruit,MORE ice cubes being made
wiqa-739-12-p,3,ice cubes,else,there will be less empty cube spaces,more coal is burned
wiqa-1456-8-p,4,hibernation,else,animal will  gain enough weight,LESS damage by acid rain
wiqa-494-0-p,5,kidney,else,it is very warm,MORE sound being detected
wiqa-1466-13-p,6,lungs,else,more air available in lungs,more coal and hot air burn over a fire
wiqa-794-14-p,7,mountain,else,crust is pushed upward,more passenger waits in line
wiqa-147-7-p,8,telephone,else,the phone is well serviced,LESS or SLOWER erosion of rocks
wiqa-2000-7-p,9,transport,else,there is less output,more help for skin repair
wiqa-1414-13-p,0,lungs,else,Vessels deliver less oxygen to the body,Less radiation will be absorbed by the earth
wiqa-1613-9-p,1,tree rings,else,tree is unable to grow,there is no working stove
wiqa-1389-11-p,2,mineral,else,there is no rock to melt,LESS oxygen being brought to the body's cells
wiqa-1195-7-p,3,rock cycle,else,the magma is created more,a lesser volume of water is heated
wiqa-57-1-p,4,oxygen,else,there has not been a large loss of blood,MORE/LARGER pumpkins
wiqa-39-10-p,5,pollution,else,the water will be more usable,more seeds will hit the ground
wiqa-409-11-p,6,fossilization,else,more fossils can be formed,LESS waste being removed from the body
wiqa-283-3-p,7,stomach,else,a person is at a birthday party,more ocean waves hit land
wiqa-860-0-p,8,treating a cut,else,The defenses of the body are strong,rain droplets are formed inside cloud
wiqa-943-2-p,9,human,else,less abortion done,a GREATER amount of oxygen being delivered to the blood stream
wiqa-1817-1-p,0,photosynthesis,else,more pollution in the environment,a LESS INTENSE water cycle
wiqa-623-0-p,1,bird's nest,else,more trees are being planted,Less water droplets in clouds become rain or snow and fall
wiqa-677-3-p,2,owl,else,the owl is feeding more young,a blockage makes the colon Smaller
wiqa-1962-4-p,3,fires affecting animals,else,more trees and plants burn,less icebergs forming
wiqa-320-9-p,4,ice cubes,else,more cubes will be filled,stronger magnetic field gets created in the wire
wiqa-977-14-p,5,dishwasher,else,take dishes out of dishwasher,fewer rabbits will become pregnant
wiqa-1201-3-p,6,water,else,the plant can't produce carbon dioxide,LESS fossils forming
wiqa-1771-6-p,7,lungs,else,air is inhaled in the lung,muscles contracting LESS INTENSELY
wiqa-522-7-p,8,coal heating,else,more coal mixed with hot air,MORE babies
wiqa-1498-13-p,9,oxygen,else,more oxygen released by blood,more food enters the stomach
wiqa-736-8-p,0,ice cubes,else,a smaller ice tray is used,they will eventually become malnourished
wiqa-1683-4-p,1,cloud,else,Less air rises,MORE salt being removed from the water
wiqa-808-1-p,2,the greenhouse effect,else,the earth moves farther from the sun,bread is prone to mold colonies growing
wiqa-1819-14-p,3,photosynthesis,else,less hydrogen is needed to produce glucose,LESS frogs
wiqa-517-7-p,4,butterfly,else,fewer eggs will be laid,LESS or SMALLER satelites in space
wiqa-131-13-p,5,internal combustion engine,else,mix will not ignite,many bats available
wiqa-189-14-p,6,volcano,else,more magma will enter volcanoes,a GREATER amount of oxygen being delivered to the blood stream
wiqa-171-1-p,7,birthday party,else,the party is advertised on social media,more pressure pushes up from inside
wiqa-1660-13-p,8,rabbit,else,Less female rabbits will become pregnant,increased body's temperature
wiqa-1601-10-p,9,lung,else,muscles contract smaller,HURTING owls to hunt at night
wiqa-462-0-p,0,fish,else,there are more fish being hatched,MORE erosion by the ocean
wiqa-47-14-p,1,skateboard,else,increasing speed of the skateboard,the pancreas working HARDER
wiqa-107-3-p,2,hurricane,else,more climate change,if we are in a higher altitude place
wiqa-1192-11-p,3,rock cycle,else,less magma become igneous rocks,less volcanic mountains are formed
wiqa-234-6-p,4,volcanic eruption,else,more pressure pushes up from inside,you fill less trays with water
wiqa-333-12-p,5,weathering,else,more rocks breaking apart,more time needed
wiqa-1043-2-p,6,volcano,else,there was an movement in the earth,You smoke more cigarettes
wiqa-2024-13-p,7,hibernation,else,the animal's heart rate gets slower,air is inhaled through the nose
