id,fold,type,label,text1,text2
because-1852912.ann-E14-r,0,Motivation,else,"he ignored evidence that his troops, under sporadic small-arms fire, had violated rules of engagement in killing civilians in their homes","Colonel Chessani was, in fact, so intent on not letting insurgents use the civilian deaths against the marines"
because-1852197.ann-E10-r,1,Consequence,else,I am in danger,meeting with you
because-CHRG-110hhrg44900-1.ann-E77-r,2,Motivation,else,we are going to hold pretty firmly to the 5-minute rule,the interest of members in speaking
because-CHRG-110hhrg44900-2.ann-E59-r,3,Consequence,else,interfering with the type of market discipline that Mr. Greenspan believes is so critical to the health of our capital markets,a regulatory model
because-1855648.ann-E37-r,4,Motivation,else,he had been prevented from voting,he was under guardianship
because-wsj_1455.ann-E4-r,5,Motivation,else,sell a foot-tall chocolate model of the center,the holidays
because-1853957.ann-E9-r,6,Purpose,else,House and Senate conference committees worked behind closed doors,prepare bills for final approval
because-wsj_1611.ann-E8-r,7,Motivation,else,a ``volcano'' of litigation,the Manufacturers Hanover Corp. unit attempts to force such a plan through the court
because-CHRG-110hhrg44900-2.ann-E20-r,8,Purpose,else,take certain actions,prevent systemic risk
because-20020731-nyt.ann-E120-r,9,Motivation,else,Most bidders dropped out,that price
because-CHRG-110hhrg44900-2.ann-E50-r,0,Consequence,else,they can't do very much good,the servicers are the ones who make the decisions
because-wsj_1450.ann-E26-r,1,Consequence,else,even greater economies of scale for providing low-crime business environments,The shift of retailing to large shopping centers
because-1852142.ann-E16-r,2,Consequence,else,"it will in fact breathe life into the whole enterprise aimed at protecting the planet, including Kyoto",the initiative leads to more serious efforts by the U.S. and by key developing countries
because-wsj_0184.ann-E9-r,3,Purpose,else,The company earlier this year adopted a shareholder-rights plan,ward off unwanted suitors
because-1845580.ann-E5-r,4,Purpose,else,Mr. Giuliani called for a hybrid force whose role would be to provide stabilization and help rebuilding,try to avoid the chaos that has ravaged Iraq
because-CHRG-110hhrg44900-1.ann-E52-r,5,Consequence,else,withstand conditions of extreme market stress,the financial strength
because-1845580.ann-E2-r,6,Consequence,else,the Army is increasingly stretched thin,the war stretches into its fifth year
because-1854017.ann-E6-r,7,Motivation,else,who requested anonymity,he is not authorized to speak to journalists
because-wsj_1506.ann-E13-r,8,Consequence,else,hesitation and uncertainty on the part of U.S. intelligence and military operatives in Panama,the notification guideline
because-wsj_1603.ann-E18-r,9,Consequence,else,him resume manufacturing,district authorities
because-20020731-nyt.ann-E26-r,0,Purpose,else,Secretary of State Colin Powell arrived here on Tuesday night,"meetings with fellow foreign ministers aimed at solidifying a second front, in Southeast Asia, in the campaign against global terrorism"
because-1853336.ann-E3-r,1,Consequence,else,Talks between Aeroflot and Boeing stalled last fall,"the State Department imposed sanctions on Sukhoi -- a Boeing partner even at the time, though a company better known as a maker of fighter jets -- for doing business in Iran"
because-1852197.ann-E37-r,2,Motivation,else,there is distrust,"I have a video of six Iraqi officers placing a bomb against my soldiers, and they came from your station"
because-wsj_1103.ann-E1-r,3,Consequence,else,"Boston Co., the upper-crust financial services concern that was rocked by a management scandal late last year, has had a sharp drop in profitability",a high-risk bet on interest rates backfired
because-CHRG-110hhrg44900-1.ann-E20-r,4,Motivation,else,I look forward to hearing from today's witnesses about what we can do to provide for an orderly resolution in the event a large financial institution fails,that reason
because-1851266.ann-E14-r,5,Consequence,else,less time there will be to push the deal through before the Bush administration draws to a close,longer the negotiations continue
because-1853106.ann-E4-r,6,Consequence,else,Mr. Nasr was jailed for four years in Egypt where he was tortured,the abduction in Milan
because-1852142.ann-E2-r,7,Purpose,else,working with relatively small groups of countries and industries,"iron out particular issues -- say, how to limit tropical deforestation or clean up heavily emitting industries"
because-1852711.ann-E3-r,8,Purpose,else,who used tear gas,disperse them
because-wsj_1628.ann-E6-r,9,Purpose,else,President Bush plans early next week to meet at the White House with some 20 Democratic senators who favor cutting the capital-gains tax or are undecided on the issue,help lay the groundwork for that fight
because-wsj_0184.ann-E4-r,0,Motivation,else,some analysts questioned how much of an impact the retirement package will have,few jobs will end up being eliminated
because-1851266.ann-E9-r,1,Consequence,else,the United States could withdraw nuclear fuel supplies if India decided to test another nuclear weapon,a voluntary moratorium on testing nuclear weapons be converted into a legally binding commitment
because-1854364.ann-E11-r,2,Consequence,else,improve prospects for reconciliation,draft laws
because-CHRG-110hhrg44900-1.ann-E70-r,3,Consequence,else,some institutions can have a systemic impact,they fail
because-wsj_1506.ann-E9-r,4,Consequence,else,the committee couldn't defend itself by making the documents public,that would violate classification rules
because-wsj_0120.ann-E8-r,5,Consequence,else,the move to cloth,diaper covers with Velcro fasteners that eliminate the need for safety pins
because-1821517.ann-E6-r,6,Purpose,else,he appeared on the NBC news program ``Meet the Press'' on July 7,make his charges about the administration
because-wsj_1874.ann-E19-r,7,Purpose,else,sell portions of their municipal portfolios,raise cash to pay damage claims
because-wsj_1041.ann-E8-r,8,Motivation,else,the medical establishment has waited two years to approve adult treatments for pediatric uses,a combination of conservative safety standards and red tape
because-1851302.ann-E11-r,9,Consequence,else,roughly the same number of workers who now cross illegally obtain guest status,The earlier figure
because-NYTnewswire4.ann-E6-r,0,Purpose,else,we have to let last season go,play well this season
because-1854575.ann-E1-r,1,Consequence,else,hire multiple contractors on public works projects municipalities,a 1921 law
because-CHRG-110hhrg44900-1.ann-E33-r,2,Purpose,else,The Roundtable proposal would also expand the authority of the Federal Reserve,investment banks who borrow from the Fed's discount window in various facilities do not get a free pass
because-CHRG-110hhrg44900-1.ann-E139-r,3,Motivation,else,recognition of the fact that they have a systemic impact and that the current situation puts the Fed in an untenable position of being given a set of expectations to respond when it doesn't have the full panoply of tools to respond,we should be moving to empower the Federal Reserve to have regulatory authority over a wide range of financial institutions
because-1855590.ann-E4-r,4,Consequence,else,Diyala has emerged as a center of the Sunni Arab insurgency,"Al Qaeda in Mesopotamia and other groups have made it their deadliest base of operations, supplanting Anbar Province"
because-1855590.ann-E5-r,5,Motivation,else,Violence in Anbar dropped,Sunni Arab tribes joined forces with the Americans to drive out Qaeda fighters
because-1852142.ann-E17-r,6,Motivation,else,more serious efforts by the U.S. and by key developing countries,the initiative
because-wsj_1628.ann-E9-r,7,Consequence,else,individuals exclude from income 5% of the gain from the sale of a capital asset held for more than one year,The Packwood plan
because-wsj_1963.ann-E7-r,8,Consequence,else,the cuts can be restored,The bill must be enacted
because-CHRG-110hhrg44900-2.ann-E41-r,9,Motivation,else,thank you,holding this very important hearing today
because-wsj_2125.ann-E4-r,0,Consequence,else,management,The pricing will become more realistic
because-wsj_1540.ann-E8-r,1,Motivation,else,New York City bonds were sold off by many investors last week,political and economic uncertainty
because-20020731-nyt.ann-E136-r,2,Consequence,else,it legal tender,"This ""monetized"" the coin"
because-wsj_1457.ann-E2-r,3,Consequence,else,"Mr. Dinkins, the Manhattan borough president, can afford more bumbling and stumbling",he holds a comfortable 20-point lead in most of the public-opinion polls
because-wsj_1296.ann-E3-r,4,Consequence,else,These,a two-year federal investigation of insider trading and securities fraud on Wall Street
because-1821059.ann-E29-r,5,Motivation,else,He has 40 guards to protect him,he comes to Iraq
because-wsj_1506.ann-E15-r,6,Motivation,else,reluctant to even listen to coup plans,fear they may get into legal trouble
because-20020731-nyt.ann-E126-r,7,Motivation,else,They were called double eagles,their face value was twice that of the original $10 gold piece
because-wsj_1455.ann-E14-r,8,Consequence,else,high indoor pollution,some efforts to conserve energy by sealing buildings
because-1854675.ann-E7-r,9,Consequence,else,contact between them,Israel sealing off the Israeli-occupied West Bank from the infection of Gaza
because-CHRG-110hhrg44900-2.ann-E5-r,0,Consequence,else,that the infrastructure is working as well as possible,we we can do
because-CHRG-110hhrg44900-1.ann-E129-r,1,Consequence,else,fail,too big
because-1822572.ann-E14-r,2,Consequence,else,the service employees a more potent political force,the new organization
because-CHRG-110hhrg44900-2.ann-E53-r,3,Motivation,else,"thank you, Secretary Paulson and Chairman Bernanke",being with us
because-1854017.ann-E11-r,4,Consequence,else,"Militarily, for the coalition, knocking down the bridge may or may not have significance","we have other resources, we have 20,000 troops on each side of the river"
