pairid,argid,propid_to,propid_from,text_to,text_from,relation,nli_50K_ent,nli_50K_con,nli_50K_neu
00867_4#00867_4_5,00867,00867_4,00867_4_5,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG employees turned down jobs on basis of bonus contracts,1,0.004304681438952684,0.0723949745297432,0.9233003258705139
00867_4#00867_4_6,00867,00867_4,00867_4_6,AIGs 2009 $165m bonuses were justified. They should not be reneged or taxed.,AIG bonus contracts are invalidated by taxpayer bailout,-1,0.008942138403654099,0.9223916530609131,0.06866616755723953
00889_23#00889_23_5,00889,00889_23,00889_23_5,Tibet should seek and gain independence.,"A right to self-determination should only be offered for especially grievous circumstances, which does not include Tibet.",-1,0.13719694316387177,0.03375992178916931,0.8290432095527649
00964_4#00964_4_3,00964,00964_4,00964_4_3,It is right for Governments to restrict freedom of speech.,"Some intellectual views are antithetical to beliefs held by major religions, and should be protected against.",1,0.003695198567584157,0.24464571475982666,0.7516590356826782
01204_1#01204_1_11,01204,01204_1,01204_1_11,The US should maintain landmines in the KDZ b/w North and South Korea.,Landmines inhibit a counter-attack into North Korea,1,0.05612385272979736,0.2182433009147644,0.725632905960083
01204_1#01204_1_7,01204,01204_1,01204_1_7,The US should maintain landmines in the KDZ b/w North and South Korea.,Defending against North Korean blitzkrieg requires landmines,-1,0.3714830279350281,0.05517910048365593,0.5733378529548645
01204_1#01204_1_9,01204,01204_1,01204_1_9,The US should maintain landmines in the KDZ b/w North and South Korea.,Mines are not essential to deterring N. Koreans.,1,0.014759333804249763,0.18620772659778595,0.799032986164093
00549_9#00549_9_2,00549,00549_9,00549_9_2,The United Kingdom should hand over the Falkland Islands to Argentina.,Between 1850 and 1941 there was just one isolated protest to the British over the islands sovereignty in 1888,-1,0.0032146924640983343,0.5081374049186707,0.4886479079723358
00853_6#00853_6_1,00853,00853_6,00853_6_1,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,Republika Srpska has a right to self-determination by referendum,1,0.0012337780790403485,0.9232507348060608,0.07551555335521698
01183_13#01183_13_1,01183,01183_13,01183_13_1,The US government should bailout US automakers (even with a low-interest loan).,Bailout of autos will take money from green economy.,-1,0.006078061182051897,0.03221682831645012,0.9617050886154175
01183_13#01183_13_2,01183,01183_13,01183_13_2,The US government should bailout US automakers (even with a low-interest loan).,Non-American automakers are better suppliers of green cars.,-1,0.002267860108986497,0.6998247504234314,0.29790738224983215
00872_2#00872_2_2,00872,00872_2,00872_2_2,It is fair to issue parking fines to people who park their car longer than the allocated time.,It often costs a lot of money to build a car park,1,0.0027012743521481752,0.1960088610649109,0.8012899160385132
00042_5#00042_5_3,00042,00042_5,00042_5_3,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","Withdrawing from Vietnam did not undercut US credibility and it won""t in Iraq either",1,0.003460237756371498,0.43606486916542053,0.5604749321937561
00128_6#00128_6_2,00128,00128_6,00128_6_2,"Use of the word ""nigger"" is acceptable. It should not be condemned/banned.","Use of the word ""nigger"" breeds reverse racism.",-1,0.014768353663384914,0.7556332945823669,0.22959831357002258
00197_1#00197_1_6,00197,00197_1,00197_1_6,Australia should become a republic rather than continue as a constitutional monarchy.,"The Australian monarchy is ""broken"" in so far as it is undemocratic.",1,0.0023032890167087317,0.009168367832899094,0.988528311252594
01009_4#01009_4_2,01009,01009_4,01009_4_2,Arranged marriages should be outlawed.,"Arranging marriages is an insult to the very nature of marriage, which should be about creating a loving and lasting partnership and family.",1,0.385532408952713,0.03576870262622833,0.5786988735198975
01273_6#01273_6_9,01273,01273_6,01273_6_9,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,Giving Michigan and Florida voters a voice in 2008 ensures their support in the general election,1,0.5391688346862793,0.0718904584646225,0.388940691947937
00670_4#00670_4_2,00670,00670_4,00670_4_2,It is right for Governments to restrict freedom of speech.,"Some intellectual views are antithetical to beliefs held by major religions, and should be protected against.",1,0.003695198567584157,0.24464571475982666,0.7516590356826782
00874_4#00874_4_2,00874,00874_4,00874_4_2,Society should ban or restrict the sale and use of violent video games.,"Experiments show visual, tracking benefits from video games, particularly shoot-em-ups:",-1,0.0015419916016981006,0.9203513860702515,0.07810664176940918
01207_1#01207_1_10,01207,01207_1,01207_1_10,The US should maintain landmines in the KDZ b/w North and South Korea.,Defending against North Korean blitzkrieg requires landmines,-1,0.3714830279350281,0.05517910048365593,0.5733378529548645
01207_1#01207_1_11,01207,01207_1,01207_1_11,The US should maintain landmines in the KDZ b/w North and South Korea.,Landmines inhibit a counter-attack into North Korea,1,0.05612385272979736,0.2182433009147644,0.725632905960083
01207_1#01207_1_7,01207,01207_1,01207_1_7,The US should maintain landmines in the KDZ b/w North and South Korea.,Mines are not essential to deterring N. Koreans.,1,0.014759333804249763,0.18620772659778595,0.799032986164093
00042_21#00042_21_8,00042,00042_21,00042_21_8,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","If the US withdraws early from Iraq, it will have to return to fight again",-1,0.05895492061972618,0.5046432018280029,0.4364018738269806
00330_5#00330_5_1,00330,00330_5,00330_5_1,Gambling is generally bad for society. It should be severely restricted.,"Analogy that gambling truly is like a drug, and should be treated as a controlled substance:",1,0.0024311996530741453,0.20887978374958038,0.7886889576911926
00670_3#00670_3_4,00670,00670_3,00670_3_4,It is right for Governments to restrict freedom of speech.,"Exposing ""bad"" views by allowing them to be voiced increases the likelihood that they will be defeated.",-1,0.00949084386229515,0.060664400458335876,0.9298447370529175
00785_4#00785_4_2,00785,00785_4,00785_4_2,We should be trying to prevent species becoming extinct.,Humans have the unique ability to understand the value of protecting animals as well as the capacity to do so.,1,0.002388500375673175,0.11513540893793106,0.8824760317802429
00273_5#00273_5_2,00273,00273_5,00273_5_2,Governments should choose open source software in order to encourage its use.,Tech firms are frequently arriving at a legal balance and mutual understanding not to sue each other:,-1,0.004370081704109907,0.18265043199062347,0.8129794597625732
01090_3#01090_3_3,01090,01090_3,01090_3_3,"Businesses, governments, and orgs should say ""merry Christmas"" insteaed of ""happy holidays"".",Merry Christmas is acceptable in multi-cultural society,1,0.3920096755027771,0.01549993921071291,0.5924903154373169
01273_8#01273_8_1,01273,01273_8,01273_8_1,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,"In Michigan or Florida re-vote, how would Democrats that registered Republican vote?",-1,0.005547477398067713,0.014699478633701801,0.9797531366348267
01273_8#01273_8_11,01273,01273_8,01273_8_11,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,"A mail-in ballot risks disenfranchising poor, more transient voters",-1,0.0008517009555362165,0.030392048880457878,0.9687563180923462
01273_8#01273_8_13,01273,01273_8,01273_8_13,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,It is unclear who should pay for mail re-votes in Mich and Florida,-1,0.0029980915132910013,0.04269713908433914,0.9543047547340393
00038_5#00038_5_13,00038,00038_5,00038_5_13,The US should create a public insurance option and hybrid public-private health care system.,Public option is really about making way for a single-payer system,-1,0.0031526945531368256,0.027607232332229614,0.9692400693893433
00038_5#00038_5_4,00038,00038_5,00038_5_4,The US should create a public insurance option and hybrid public-private health care system.,"Public insurance leads to socialized medicine, rationing, long-lines",-1,0.03145122528076172,0.0036126384511590004,0.9649361968040466
00038_5#00038_5_6,00038,00038_5,00038_5_6,The US should create a public insurance option and hybrid public-private health care system.,Efforts to create a public-private insurance hybrid are in good faith.,1,0.0023028443101793528,0.0016626500291749835,0.9960344433784485
00176_5#00176_5_2,00176,00176_5,00176_5_2,We should be trying to prevent species becoming extinct.,"Biodiversity policies are financially costly and spend taxpayers"" money that could be better used on healthcare and social services.",-1,0.039144113659858704,0.006963737308979034,0.9538920521736145
00321_13#00321_13_7,00321,00321_13,00321_13_7,Human reproductive cloning should be banned and punishments should be leveled against it.,"The ""family integrity"" argument is wholly unsuited to the modern age.",-1,0.0017490213504061103,0.061844442039728165,0.9364065527915955
00800_5#00800_5_7,00800,00800_5,00800_5_7,The US federal government should increase the minimum wage.,"A minimum wage may be inflationary:In Santa Fe, a restaurant owner said to the Free New Mexican",-1,0.002383521059527993,0.07048220187425613,0.9271342754364014
00923_5#00923_5_1,00923,00923_5,00923_5_1,Gambling is generally bad for society. It should be severely restricted.,"Analogy that gambling truly is like a drug, and should be treated as a controlled substance:",1,0.0024311996530741453,0.20887978374958038,0.7886889576911926
01049_3#01049_3_2,01049,01049_3,01049_3_2,Japans constitution should be amended to allow her a normal military role in world affairs.,Japan has unfairly benefited from its post-war non-military status,1,0.0004476907488424331,0.0017187702469527721,0.9978335499763489
00042_11#00042_11_15,00042,00042_11,00042_11_15,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","If the US withdraws from Iraq, it will become an Islamist base for Al Qaeda",-1,0.0018870403291657567,0.42540767788887024,0.5727052688598633
00042_11#00042_11_19,00042,00042_11,00042_11_19,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","Withdrawing from Iraq may embolden terrorists, but the war itself emboldens them",1,0.0026135847438126802,0.14715296030044556,0.8502334356307983
00102_3#00102_3_1,00102,00102_3,00102_3_1,Bosnia and Herzegovina should continue under the Dayton Agreement rather than change/abandon it.,"Republika Srpska will not accept ""unitary"" governance in Bosnia",1,0.1279515027999878,0.1379205882549286,0.734127938747406
00799_8#00799_8_7,00799,00799_8,00799_8_7,The No Child Left Behind education law in America is a good policy and worth continuing.,"NCLB demands too much from schools with worst students, least funding.",-1,0.0021332765463739634,0.37974730134010315,0.6181194186210632
00804_2#00804_2_2,00804,00804_2,00804_2_2,"""Clean coal"" should be a major part of plans to fight global warming.",Clean coal merely changes waste into a solid form (its still waste).,-1,0.0005723004578612745,0.01172659918665886,0.9877009987831116
00804_2#00804_2_6,00804,00804_2,00804_2_6,"""Clean coal"" should be a major part of plans to fight global warming.",There is too much debate over how to capture and store C02.,-1,0.0029589941259473562,0.2310251146554947,0.766015887260437
00969_3#00969_3_3,00969,00969_3,00969_3_3,"""Under God"" in the American Pledge of Allegiance is appropriate and should not be eliminated.","""Under God"" complies with separation of Church and State",1,0.001167639042250812,0.0007061976357363164,0.998126208782196
