pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct
00634_11#00634_11_3,00634,00634_11,00634_11_3,Mandating calorie counts on restaurant menus is good public policy.,Diners want blissful ignorance without calorie counts,-1,6.635871977778152e-05,9.926562051987275e-05
01089_6#01089_6_2,01089,01089_6,01089_6_2,There should be an outright ban on the smacking or spanking of children.,Children deserve rights but smacking can be justified.,-1,8.306345262099057e-05,7.264600571943447e-05
01100_4#01100_4_1,01100,01100_4,01100_4_1,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,The majority of Latinos oppose giving drivers licenses to illegal immigrants,-1,0.0004298468411434442,7.323941099457443e-05
01196_11#01196_11_6,01196,01196_11,01196_11_6,"Govts should mandate that people buy private health insurance, or face penalties.",Mandatory insurance can be subsidized for the struggling,1,0.00010394201672170311,4.3566655222093686e-05
00267_5#00267_5_2,00267,00267_5,00267_5_2,The Obama administration should escalate the War in Afghanistan in 2009 and 2010.,"Many empires succeed in Afghanistan, why not US?",1,0.0001349665253655985,1.1483262824185658e-05
00267_5#00267_5_6,00267,00267_5,00267_5_6,The Obama administration should escalate the War in Afghanistan in 2009 and 2010.,Nations throughout history have failed to succeed in Afg,-1,6.00053790549282e-05,1.7596097677596845e-05
00289_12#00289_12_3,00289,00289_12,00289_12_3,The US government should bailout US automakers (even with a low-interest loan).,Class bias influenced reluctance to help Detroit,1,4.682102371589281e-05,4.0067625377560034e-05
00321_3#00321_3_1,00321,00321_3,00321_3_1,Human reproductive cloning should be banned and punishments should be leveled against it.,Human cloning reduces biological diversity in the human population.,1,0.014780924655497074,0.008319707587361336
00328_3#00328_3_1,00328,00328_3,00328_3_1,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Drilling would create a substantial number of new jobs.,1,0.0019452240085229278,1.631740633456502e-05
00549_5#00549_5_3,00549,00549_5,00549_5_3,The United Kingdom should hand over the Falkland Islands to Argentina.,Unilateral secession does not confer rights of territorial inheritance.,-1,9.265651897294447e-05,5.766527829109691e-05
00785_5#00785_5_1,00785,00785_5,00785_5_1,We should be trying to prevent species becoming extinct.,Environmental protection and the protection of biodiversity are very much a luxury of developed nations.,-1,0.001026082900352776,2.5782008378882892e-05
01039_11#01039_11_11,01039,01039_11,01039_11_11,"Handguns should be banned in Washington, DC.",A handgun ban deprives citizens of the most commonly used weapon for self defense,-1,5.8516034187050536e-05,1.7353982912027277e-05
01039_11#01039_11_4,01039,01039_11,01039_11_4,"Handguns should be banned in Washington, DC.",Alternative measures can be taken in place of a ban to stem crime and murder.,-1,0.0008732949499972165,1.3740284884988796e-05
01143_2#01143_2_3,01143,01143_2,01143_2_3,Hybrid vehicles should be a major part of plans to fight global climate change.,Hybrid vehicles could have noise-making devices for safety.,1,0.0030819943640381098,0.0003580777265597135
01177_1#01177_1_2,01177,01177_1,01177_1_2,The world should continue to prosecute Nazi war criminals.,That time has elapsed is not a legal defence for war criminals:,1,6.553193088620901e-05,1.9694894945132546e-05
01177_1#01177_1_5,01177,01177_1,01177_1_5,The world should continue to prosecute Nazi war criminals.,We owe it to the dead to prosecute those responsible for their deaths:,1,0.00015636048919986933,4.749386789626442e-05
00042_8#00042_8_2,00042,00042_8,00042_8_2,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Withdrawing from Iraq would remove the rallying cause of the insurgency,1,0.0007870925473980606,3.639355782070197e-05
00042_8#00042_8_4,00042,00042_8,00042_8_4,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",An early US withdrawal from Iraq would boost the morale of insurgents,-1,9.343704005004838e-05,2.3484928533434868e-05
00042_8#00042_8_7,00042,00042_8,00042_8_7,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Sunni insurgents are too weak to seize Baghdad following a US withdrawal,1,7.943251694086939e-05,6.871972436783835e-05
00046_4#00046_4_7,00046,00046_4,00046_4_7,ICC is good. The US and other countries should join the ICC.,ICC is only a tool for protecting interests of powerful states.,-1,0.00013344440958462656,4.023322617285885e-05
00082_2#00082_2_3,00082,00082_2,00082_2_3,Corps. do have a right to free speech and to spend w/o limit in elections.,Corporations already influence elections through PACs,1,8.603663445683196e-05,1.7353304428979754e-05
00145_5#00145_5_18,00145,00145_5,00145_5_18,Unregulated distribution of copyrighted works over Internet should be allowed.,Studies finding no negative economic effect from file-sharing.,1,5.8520876336842775e-05,1.861401688074693e-05
00201_8#00201_8_2,00201,00201_8,00201_8_2,Everyone should have to carry a national identity card.,False identification may be reduced where identity cards are required to open a bank account.,1,0.33873867988586426,0.13470596075057983
00330_6#00330_6_9,00330,00330_6,00330_6_9,Gambling is generally bad for society. It should be severely restricted.,Legalized gambling on reservations is very important to Native American tribes:,-1,8.336568134836853e-05,2.0548501197481528e-05
00437_2#00437_2_3,00437,00437_2,00437_2_3,Upper oceanic heat transport should be utilized.,Lessening the strength of hurricanes would mean that fewer human lives would be lost or ruined.,1,0.6439192891120911,0.15721163153648376
00584_11#00584_11_2,00584,00584_11,00584_11_2,Mandating calorie counts on restaurant menus is good public policy.,Diners want blissful ignorance without calorie counts,-1,6.635871977778152e-05,9.926562051987275e-05
00613_9#00613_9_5,00613,00613_9,00613_9_5,This House believes that countries should ban the import of goods produced by child labor.,Even indirect support of child labour is immoral.,1,0.00021989158994983882,2.152114757336676e-05
00961_1#00961_1_7,00961,00961_1,00961_1_7,UN Annex I aid should be increased for climate change adaptation.,"High emitters, not developed countries, are most obligated.",-1,0.00018589076353237033,9.080663585336879e-05
01039_7#01039_7_2,01039,01039_7,01039_7_2,"Handguns should be banned in Washington, DC.",Handguns are particularly needed for self-defense in a crime-ridden DC.,-1,4.4680295104626566e-05,2.78437710221624e-05
00923_6#00923_6_10,00923,00923_6,00923_6_10,Gambling is generally bad for society. It should be severely restricted.,Legalized gambling on reservations is very important to Native American tribes:,-1,8.336568134836853e-05,2.0548501197481528e-05
01146_5#01146_5_2,01146,01146_5,01146_5_2,Military action should be taken against nuclear Iran.,Those with power would not respond to sanctions because they are not motivated by economic concerns:,-1,0.0008685645298101008,0.00012013426749035716
01165_1#01165_1_2,01165,01165_1,01165_1_2,Students should be required to live in the dorms their first year of college.,Crowded dorm-living can be a hassle.,-1,0.0001397629384882748,1.4871451639919542e-05
01165_1#01165_1_3,01165,01165_1,01165_1_3,Students should be required to live in the dorms their first year of college.,Students living off-campus develop more authentic friendships.,-1,0.0004445510567165911,3.6787136195925996e-05
01165_1#01165_1_4,01165,01165_1,01165_1_4,Students should be required to live in the dorms their first year of college.,Off-campus living is challenging and isolating.,1,6.941179162822664e-05,2.5176374037982896e-05
01165_1#01165_1_5,01165,01165_1,01165_1_5,Students should be required to live in the dorms their first year of college.,On-campus housing stimulates great social activity.,1,0.00041678056004457176,2.3004507966106758e-05
00081_3#00081_3_2,00081,00081_3,00081_3_2,Women should breastfeed in public. It should be legal and protected.,Ban on breastfeeding violates female reproductive rights.,1,0.0002667362568899989,0.00020444982510525733
00267_6#00267_6_1,00267,00267_6,00267_6_1,The Obama administration should escalate the War in Afghanistan in 2009 and 2010.,Afghanistan is of little strategic value to US/NATO,-1,5.1402712415438145e-05,2.0653851606766693e-05
00267_6#00267_6_2,00267,00267_6,00267_6_2,The Obama administration should escalate the War in Afghanistan in 2009 and 2010.,"Without more troops in Afghanistan, US will lose allies",1,0.0018692988669499755,4.347572394181043e-05
00267_6#00267_6_4,00267,00267_6,00267_6_4,The Obama administration should escalate the War in Afghanistan in 2009 and 2010.,Success in Afghanistan is key to stability in nuclear Pakistan,1,0.0001250735658686608,1.0376385944255162e-05
00325_1#00325_1_2,00325,00325_1,00325_1_2,Abortions should be limited to 3 months within conception.,"Any cut-off certainly shouldn""t be any later than 3 months:",1,0.0001591414475115016,0.00028325343737378716
00549_4#00549_4_2,00549,00549_4,00549_4_2,The United Kingdom should hand over the Falkland Islands to Argentina.,Argentina always claimed the Falklands; Britain once renounced its claim.,1,0.00012654357124119997,2.2892469132784754e-05
00549_4#00549_4_3,00549,00549_4,00549_4_3,The United Kingdom should hand over the Falkland Islands to Argentina.,Nootka Sound Convention does not apply to UK in Falklands.,-1,0.00014549009210895747,0.00018737824575509876
00709_3#00709_3_6,00709,00709_3,00709_3_6,Citizens in the United States should be banned from possessing assault weapons.,More home-owners are killed by gun-ownership than are saved,1,0.00034275668440386653,9.93199719232507e-05
00722_1#00722_1_16,00722,00722_1,00722_1_16,"""Champagne"" wine production should be reserved solely to the French region of Champagne.",Reserving Champagne name for French producers helps protect consumers,1,0.000533532234840095,1.5020685168565251e-05
00810_7#00810_7_4,00810,00810_7,00810_7_4,Solar shading should be part of plans to reverse global climate change.,Sulphate solar shading will change the appearance of the sky,-1,0.011797230690717697,0.29019784927368164
00948_6#00948_6_1,00948,00948_6,00948_6_1,Catholic priests still should be required to take a vow of celibacy.,Catholic Church did not adopt celibacy until second millennium,1,4.2522129660937935e-05,3.83564256480895e-05
00948_6#00948_6_2,00948,00948_6,00948_6_2,Catholic priests still should be required to take a vow of celibacy.,"Other priests can marry, Roman Catholics should be able to",1,0.0001115852574002929,6.597301398869604e-05
00948_6#00948_6_4,00948,00948_6,00948_6_4,Catholic priests still should be required to take a vow of celibacy.,The Church should maintain its tradition of celibacy.,-1,0.012496010400354862,0.00010554090840741992
01236_4#01236_4_2,01236,01236_4,01236_4_2,Birthright citizenship should be granted to children of illegal immigrants.,"Native American kids not citizens, why should kids of illegals be?",-1,0.00015406341117341071,0.0007157610962167382
01236_4#01236_4_7,01236,01236_4,01236_4_7,Birthright citizenship should be granted to children of illegal immigrants.,"Native American kids have a state; undocumented ones don""t",1,5.3471667342819273e-05,8.25157985673286e-05
00040_6#00040_6_4,00040,00040_6,00040_6_4,Muslim burqa and niqab should be banned.,Many Western things oppress women as much as burqas might,-1,7.196162187028676e-05,0.00014097157691139728
00253_9#00253_9_2,00253,00253_9,00253_9_2,ICC is good. The US and other countries should join the ICC.,ICC can second-guess national prosecution terminations/denials,-1,0.000488188408780843,1.2231271284690592e-05
00452_4#00452_4_5,00452,00452_4,00452_4_5,This House believes that downloading music and films from the Internet should be prohibited.,Downloading helps promote less well-known artists.,-1,0.00030054227681830525,6.532244151458144e-05
